,Area,Location,No. of Bedrooms,New/Resale,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Clubhouse,Gas Connection,Price_in_Lakhs
0,400,Airoli,1,0,1,1,1,1,0,0,62.0
1,1000,Airoli,2,0,1,1,1,1,1,0,95.0
2,1245,Airoli,2,1,1,1,0,0,0,1,149.0
3,1183,Airoli,2,1,1,1,0,1,1,0,140.0
4,1245,Airoli,2,0,1,1,1,1,0,0,148.0
5,495,Airoli,1,0,0,0,0,0,0,0,64.0
6,1050,Airoli,2,0,1,0,0,0,0,1,111.0
7,600,Airoli,1,0,1,0,0,1,1,1,75.0
8,600,Airoli,1,0,1,0,0,0,0,1,75.0
9,650,Airoli,1,0,0,0,0,0,1,0,76.0
10,650,Airoli,1,0,1,0,0,0,0,1,65.0
11,780,Airoli,1,0,1,0,0,0,0,1,95.0
12,640,Airoli,1,0,1,0,0,0,0,1,66.0
13,660,Airoli,1,0,0,0,0,0,0,0,78.0
14,660,Airoli,1,0,1,0,0,0,0,1,78.0
15,666,Airoli,1,0,0,0,0,0,0,0,59.0
16,700,Airoli,1,0,1,0,0,0,0,1,70.0
17,680,Airoli,1,0,0,0,0,0,0,0,70.0
18,1245,Airoli,2,0,1,0,0,0,1,0,140.0
19,650,Airoli,1,0,0,0,0,0,0,1,61.0
20,675,Airoli,1,0,1,0,0,1,1,0,75.0
21,600,Airoli,1,0,0,0,0,0,0,1,70.0
22,952,Airoli,2,0,1,0,0,0,0,0,84.0
23,660,Airoli,1,0,0,0,0,0,0,0,84.0
24,600,Airoli,1,0,1,0,0,0,0,1,73.0
25,1600,Others,3,0,1,1,1,1,0,1,750.0
26,675,Others,1,1,1,1,0,1,0,0,25.48
27,660,Others,1,1,1,1,0,1,0,0,24.92
28,640,Others,1,1,1,1,0,1,1,0,24.18
29,730,Ambernath East,1,1,1,1,1,1,0,0,38.74
30,595,Ambernath East,1,1,1,1,1,1,0,0,22.25
31,994,Ambernath East,2,1,1,0,0,0,1,0,39.99
32,993,Ambernath East,2,1,1,0,0,0,1,0,39.54999
33,925,Ambernath East,2,1,1,0,0,0,1,0,34.15
34,918,Ambernath East,2,1,1,0,0,0,1,0,34.1
35,650,Ambernath East,1,1,1,0,0,0,1,0,23.0
36,1010,Ambernath East,2,1,1,0,0,0,1,0,42.0
37,690,Ambernath East,1,1,1,0,0,0,1,0,28.0
38,725,Ambernath East,1,1,1,1,0,1,1,0,36.5
39,827,Ambernath East,1,1,1,1,0,1,1,0,31.0
40,634,Ambernath West,1,1,1,1,0,1,1,0,23.74
41,910,Ambernath West,2,1,1,0,0,0,1,1,36.0
42,709,Ambernath West,1,1,1,0,0,0,0,0,28.36
43,797,Ambernath West,1,1,1,0,0,0,0,0,31.88
44,630,Ambernath West,1,1,1,0,0,0,0,0,25.2
45,644,Ambernath West,1,1,1,0,0,0,0,0,25.76
46,709,Ambernath West,1,1,1,0,0,0,0,0,28.36
47,630,Ambernath West,1,1,0,0,0,0,0,0,25.2
48,644,Ambernath West,1,1,0,0,0,0,0,0,25.76
49,766,Ambernath West,1,1,1,0,0,0,0,0,30.64
50,797,Ambernath West,1,1,1,0,0,0,0,0,31.88
51,1100,Others,2,0,1,1,1,1,1,0,180.0
52,1000,Others,2,0,1,1,1,1,1,0,140.0
53,1480,Others,3,0,1,1,1,1,1,0,300.0
54,650,Others,1,0,1,1,1,1,0,0,175.0
55,3025,Others,4,1,1,1,1,1,1,0,653.0
56,1000,Others,2,0,0,1,1,1,0,0,240.0
57,1450,Others,3,1,1,1,0,1,1,0,294.0
58,900,Others,3,1,1,1,0,1,0,0,222.0
59,1040,Others,2,1,1,1,0,1,1,0,153.0
60,1114,Andheri East,3,1,1,1,0,0,1,0,170.0
61,1260,Andheri East,2,1,1,1,0,1,1,0,200.0
62,2016,Andheri East,3,1,1,1,0,1,1,0,334.0
63,655,Andheri East,2,0,0,1,1,1,0,0,111.0
64,922,Andheri East,2,0,1,1,1,1,1,1,168.0
65,1050,Andheri East,1,0,1,1,1,1,1,1,175.0
66,1020,Andheri East,1,0,1,1,0,1,1,0,165.0
67,915,Andheri East,2,0,1,1,1,1,1,1,148.0
68,915,Andheri East,2,0,1,1,1,1,1,1,150.0
69,1020,Andheri East,2,1,1,1,0,1,1,1,180.0
70,650,Andheri East,2,0,0,1,1,1,0,0,140.0
71,620,Andheri East,1,0,1,1,1,1,1,1,110.0
72,950,Andheri East,2,0,1,1,1,1,1,0,150.0
73,1356,Andheri East,3,0,1,1,1,1,1,0,315.0
74,1080,Andheri East,2,0,1,1,1,1,1,0,170.0
75,1356,Andheri East,2,0,1,1,1,1,1,0,250.0
76,903,Andheri East,2,0,1,1,0,0,0,0,130.0
77,750,Andheri East,2,0,0,0,0,0,0,0,135.0
78,750,Andheri East,2,0,1,0,0,0,0,1,135.0
79,1150,Andheri East,2,0,1,0,0,0,0,1,190.0
80,1000,Andheri East,2,0,1,0,0,0,0,0,220.0
81,1300,Andheri East,3,0,1,0,0,1,1,0,220.0
82,550,Andheri East,1,0,0,0,0,0,0,1,135.0
83,600,Andheri East,1,0,1,0,0,0,0,1,100.0
84,850,Andheri East,2,0,1,0,0,0,0,1,165.0
85,900,Andheri East,2,0,0,0,0,0,0,0,160.0
86,859,Andheri East,3,1,1,1,0,1,1,0,212.0
87,1200,Andheri East,3,0,1,1,0,1,1,1,300.0
88,1300,Andheri East,3,0,1,1,0,1,1,1,310.0
89,670,Andheri East,2,1,1,1,0,1,1,0,154.0
90,890,Andheri East,3,1,1,1,0,1,1,0,190.0
91,1100,Andheri East,3,1,1,1,0,1,1,0,220.0
92,1100,Andheri East,2,1,1,1,0,1,1,0,188.0
93,1450,Andheri East,3,1,1,1,0,1,1,0,223.0
94,1450,Andheri East,3,1,1,1,0,1,1,0,215.0
95,902,Andheri East,2,0,1,1,1,0,0,1,160.0
96,850,Andheri East,2,0,1,1,0,1,1,1,150.0
97,560,Andheri East,1,0,1,0,0,0,0,1,90.0
98,1065,Andheri East,2,1,1,0,0,0,1,1,175.0
99,550,Andheri East,1,0,0,0,0,0,0,0,85.0
100,550,Andheri East,1,0,0,0,0,0,0,1,85.0
101,650,Andheri East,1,0,1,1,0,1,1,1,95.0
102,850,Andheri East,2,0,1,1,0,1,1,1,155.0
103,1150,Andheri East,2,1,1,0,0,0,1,0,185.0
105,850,Andheri East,2,0,1,0,0,0,0,1,169.0
106,700,Andheri East,2,0,0,0,0,0,0,1,150.0
107,802,Andheri East,1,0,1,0,0,1,1,0,125.0
108,652,Andheri East,1,0,0,0,0,0,0,0,140.0
109,1350,Andheri East,2,0,0,0,0,0,0,0,250.0
110,650,Andheri East,1,0,0,0,0,0,0,0,140.0
111,1020,Andheri East,2,0,1,0,0,0,0,1,185.0
112,1050,Andheri East,2,0,1,1,0,1,1,0,210.0
113,1950,Andheri East,3,0,0,0,0,0,0,0,365.0
114,650,Andheri East,1,0,0,0,0,0,0,0,124.0
115,1100,Andheri East,2,0,0,0,0,0,0,0,179.0
116,720,Andheri East,1,0,1,1,0,1,1,1,115.0
117,900,Andheri East,2,1,1,0,0,0,0,0,180.0
118,250,Andheri East,1,0,1,1,0,1,1,1,48.0
119,475,Andheri East,1,0,0,0,0,0,0,1,100.0
120,1200,Andheri East,2,1,1,1,0,1,1,1,198.0
121,3300,Andheri West,4,1,0,0,0,0,0,0,1100.0
122,997,Andheri West,2,1,1,1,0,1,0,0,285.0
123,1950,Andheri West,3,1,1,1,1,1,1,0,550.0
124,7600,Andheri West,5,0,1,0,0,0,1,1,2200.0
125,1000,Andheri West,2,0,0,1,1,1,0,0,240.0
126,1361,Andheri West,2,0,1,0,1,1,0,0,270.0
127,1470,Andheri West,3,0,1,0,1,1,0,0,312.0
128,2450,Andheri West,4,0,1,1,1,1,1,1,650.0
129,1006,Andheri West,2,1,1,1,0,1,1,1,180.0
130,3733,Andheri West,4,0,1,1,0,1,1,1,850.0
131,3140,Andheri West,3,1,1,1,0,1,1,1,1199.0
132,3080,Andheri West,3,1,1,1,0,1,1,0,924.0
133,3780,Andheri West,4,1,1,1,0,1,1,0,1134.0
134,4650,Andheri West,5,1,1,1,0,1,1,0,1395.0
135,1470,Andheri West,3,0,0,0,0,1,0,0,315.0
136,1600,Andheri West,3,1,1,1,1,1,1,1,350.0
137,1400,Andheri West,2,1,1,1,1,1,1,1,255.0
138,650,Andheri West,1,0,0,0,0,0,0,0,185.0
139,650,Andheri West,2,0,1,0,0,0,0,1,200.0
140,800,Andheri West,2,1,1,1,0,1,1,0,197.0
141,750,Andheri West,2,1,1,1,0,1,1,0,182.0
142,750,Andheri West,2,1,1,1,0,1,1,0,179.0
143,1550,Andheri West,3,0,1,1,0,1,1,0,290.0
144,1600,Andheri West,3,0,1,1,0,1,1,0,310.0
145,1600,Andheri West,3,0,1,1,0,1,1,0,350.0
146,1850,Andheri West,3,1,1,1,0,1,1,1,415.0
147,960,Andheri West,2,0,1,0,0,0,0,0,240.0
148,1600,Andheri West,3,0,1,0,0,1,1,0,370.0
149,1166,Andheri West,3,1,1,1,1,1,1,0,340.0
150,788,Andheri West,3,1,0,0,0,0,0,0,220.0
151,788,Andheri West,3,1,1,0,0,0,1,0,220.0
152,790,Andheri West,2,1,1,1,1,1,1,0,250.0
153,1193,Andheri West,3,1,1,1,1,1,1,0,364.0
154,1250,Andheri West,2,0,1,0,0,1,1,0,265.0
155,800,Andheri West,2,0,0,0,0,1,1,0,160.0
156,3000,Andheri West,4,1,1,0,0,0,1,0,1100.0
157,707,Andheri West,2,1,1,0,0,1,1,0,217.0
158,944,Andheri West,3,1,1,0,0,1,1,0,277.99999
159,923,Andheri West,2,1,1,0,0,0,0,1,260.0
160,930,Andheri West,2,1,1,0,0,0,1,1,222.0
161,1250,Andheri West,2,0,1,0,0,1,1,0,252.0
162,420,Andheri West,1,1,1,1,0,1,1,0,105.0
163,586,Andheri West,2,1,1,1,0,1,1,0,146.0
164,1250,Andheri West,3,0,1,0,0,0,1,0,260.0
165,2500,Andheri West,4,0,1,1,1,1,1,0,670.0
166,1850,Andheri West,3,0,1,1,1,1,1,0,425.0
167,1450,Andheri West,2,0,1,1,1,1,1,0,300.0
168,1147,Andheri West,3,1,1,0,0,1,1,0,390.0
169,667,Andheri West,2,1,1,1,0,1,1,0,209.0
170,2250,Andheri West,3,0,1,0,0,1,1,0,590.0
171,1350,Andheri West,2,0,1,0,0,1,1,0,380.0
172,1250,Andheri West,2,0,1,0,0,0,1,0,220.0
173,1250,Andheri West,2,0,1,0,0,0,1,0,230.0
174,1900,Andheri West,3,0,1,1,1,1,1,0,360.0
175,1300,Andheri West,2,0,1,1,1,1,1,0,240.0
176,1003,Andheri West,2,1,1,1,1,1,1,0,280.0
177,1166,Andheri West,2,1,1,1,1,1,1,0,317.0
178,1509,Andheri West,3,1,1,1,1,1,1,0,390.0
179,1250,Andheri West,2,0,1,0,0,0,1,0,250.0
180,1640,Andheri West,3,0,0,0,0,0,0,1,515.0
181,1100,Andheri West,2,0,1,0,0,0,1,1,250.0
182,2780,Andheri West,4,1,1,1,0,1,1,0,639.0
183,2260,Andheri West,3,1,1,1,0,1,1,0,519.0
184,2070,Andheri West,3,1,1,1,0,1,1,0,476.0
185,1864,Andheri West,3,1,0,1,1,1,1,0,340.0
186,1264,Andheri West,2,1,1,1,1,1,1,0,232.0
187,1264,Andheri West,2,1,0,1,1,1,1,0,232.0
188,944,Andheri West,3,1,0,0,0,1,0,0,330.0
189,713,Andheri West,2,1,0,0,0,1,0,0,250.0
190,708,Andheri West,2,1,0,0,0,1,0,0,248.0
191,1100,Andheri West,2,0,1,1,0,1,0,0,215.0
192,926,Andheri West,2,1,1,0,0,0,0,1,222.0
193,934,Andheri West,2,1,1,1,0,1,1,1,199.0
194,960,Andheri West,2,0,1,0,0,0,1,1,222.0
195,810,Andheri West,2,1,1,0,0,0,1,1,222.0
196,1127,Andheri West,3,1,1,0,0,0,0,1,267.0
197,890,Andheri West,2,1,1,0,0,0,0,1,222.0
198,1632,Andheri West,3,0,1,0,0,0,1,0,475.0
199,1250,Andheri West,2,0,1,1,1,1,1,0,305.0
200,1250,Andheri West,2,1,1,0,0,1,1,1,329.0
201,1250,Andheri West,2,1,1,1,1,1,1,1,260.0
202,1850,Andheri West,3,1,1,1,1,1,1,1,360.0
203,1850,Andheri West,3,1,1,0,0,0,1,1,420.0
204,900,Andheri West,2,1,1,0,0,0,1,1,190.0
205,2050,Andheri West,4,1,1,0,0,1,1,1,550.0
206,1650,Andheri West,3,1,1,0,0,1,1,1,378.0
207,1200,Andheri West,2,0,1,1,1,1,1,0,255.0
208,2400,Andheri West,4,0,1,0,0,1,1,0,700.0
209,1600,Andheri West,3,1,1,0,0,1,1,1,368.0
210,1850,Andheri West,3,1,1,0,0,1,1,1,425.0
211,1850,Andheri West,3,1,1,1,0,1,1,1,380.0
212,1650,Andheri West,3,1,1,0,0,1,1,1,370.0
213,1250,Andheri West,2,1,1,1,0,1,1,1,280.0
214,1950,Andheri West,4,1,1,0,0,1,1,1,430.0
215,1500,Andheri West,3,0,1,0,0,0,0,0,400.0
216,954,Andheri West,2,1,1,0,0,1,1,0,217.0
217,1274,Andheri West,3,1,1,0,0,1,1,0,277.99999
218,985,Andheri West,3,1,1,0,0,0,1,0,220.0
219,650,Andheri West,1,0,1,0,0,0,0,1,160.0
220,1000,Andheri West,2,0,1,0,0,0,0,1,195.0
221,650,Andheri West,1,0,0,0,0,0,0,0,150.0
222,650,Andheri West,1,0,0,0,0,0,0,1,150.0
223,1195,Andheri West,2,0,1,0,0,0,0,1,300.0
224,1250,Andheri West,3,1,1,1,0,1,1,1,465.0
225,912,Andheri West,2,0,1,0,0,0,0,1,335.0
226,660,Andheri West,2,0,0,0,0,0,0,0,240.0
227,1050,Andheri West,2,0,1,0,0,1,1,0,225.0
228,2300,Andheri West,3,1,1,1,0,1,1,1,500.0
229,2590,Andheri West,5,0,1,0,0,0,0,0,800.0
230,1295,Andheri West,3,0,0,0,0,0,0,0,400.0
231,1200,Andheri West,3,0,1,0,0,0,0,0,260.0
232,1040,Andheri West,2,0,0,0,0,0,0,0,225.0
233,950,Andheri West,2,0,1,0,0,0,0,0,230.0
234,1100,Andheri West,2,0,0,0,0,0,0,1,235.0
235,768,Andheri West,2,0,0,0,0,0,0,0,225.0
236,768,Andheri West,2,0,1,0,0,0,0,1,225.0
237,1200,Andheri West,3,0,1,1,0,1,1,1,220.0
238,550,Others,1,1,1,1,0,1,1,0,45.54
239,1250,Others,3,0,1,1,1,1,0,0,275.0
240,1000,Others,2,0,1,1,1,1,0,0,205.0
241,700,Others,1,0,1,1,1,1,0,0,128.0
242,575,Others,1,1,1,1,0,1,0,0,20.05
243,505,Others,1,1,1,1,1,1,1,0,21.7
244,675,Others,1,1,1,1,0,1,0,0,26.25
245,571,Others,1,1,1,1,0,1,0,0,21.64
246,642,Others,1,1,1,1,0,1,0,0,25.34
247,675,Badlapur East,1,1,1,1,0,1,0,0,28.65
248,500,Badlapur East,1,0,1,1,1,0,0,0,26.0
249,675,Badlapur East,1,1,1,1,1,1,1,0,25.65
250,910,Badlapur East,2,1,1,0,0,1,1,0,37.97999
251,920,Badlapur East,2,1,1,1,0,1,1,0,33.0
252,660,Badlapur East,1,1,1,1,0,1,1,0,26.0
253,660,Badlapur East,1,1,1,1,0,1,1,1,26.5
254,1050,Badlapur East,2,1,1,0,0,0,1,0,37.5
255,710,Badlapur East,1,1,1,0,0,1,1,0,28.15
256,1040,Badlapur East,2,1,1,0,0,1,1,0,36.15
257,1025,Badlapur East,2,1,0,0,0,0,1,0,37.0
258,1025,Badlapur East,2,1,1,0,0,0,1,0,37.0
259,730,Badlapur East,1,1,1,0,0,0,1,0,27.5
260,610,Badlapur East,1,1,1,0,0,0,1,0,22.5
261,655,Badlapur East,1,0,1,0,0,0,1,0,22.5
262,920,Badlapur East,2,0,1,0,0,0,0,1,31.0
263,700,Badlapur East,1,1,1,1,0,1,1,1,23.99
264,655,Badlapur East,1,1,1,0,0,0,0,1,21.9
265,820,Badlapur East,2,1,1,0,0,0,0,1,32.0
266,920,Badlapur East,2,0,1,1,0,1,1,0,31.0
267,510,Badlapur East,1,1,1,1,0,1,1,0,26.0
268,703,Badlapur East,2,1,1,1,0,1,1,0,35.65999
269,841,Badlapur East,2,1,1,1,0,1,1,0,42.67
270,873,Badlapur East,2,1,1,1,0,1,1,0,44.27
271,762,Badlapur East,2,1,1,1,0,1,1,0,38.72
272,615,Badlapur East,1,1,1,1,0,1,1,0,31.25
273,535,Badlapur East,1,1,1,1,0,1,1,0,27.25
274,750,Badlapur East,2,1,1,1,0,1,1,0,38.11999
275,798,Badlapur East,2,1,1,1,0,1,1,0,40.52
276,580,Badlapur East,1,1,1,1,0,1,1,0,29.5
277,505,Badlapur East,1,1,1,1,0,1,1,0,25.75
278,700,Badlapur East,1,1,1,1,0,1,1,0,27.5
279,620,Others,1,1,1,1,0,1,0,1,23.99
280,670,Others,1,0,0,1,0,0,0,0,22.0
281,545,Others,1,1,1,0,0,1,1,0,21.1
282,620,Others,1,1,1,1,0,1,0,0,20.77
283,690,Others,1,1,1,1,0,0,1,0,24.25
284,700,Others,1,1,0,0,0,0,1,0,24.0
285,650,Others,1,1,1,0,0,0,1,1,26.5
286,1327,Others,3,0,1,1,1,1,0,0,122.0
287,440,Bandra East,1,0,0,1,0,0,0,1,110.0
288,1305,Bandra East,2,1,1,1,1,1,1,1,425.0
289,1750,Bandra East,3,1,1,1,1,1,1,1,600.0
290,1500,Bandra East,2,0,1,0,0,0,1,0,680.0
291,1150,Bandra East,2,0,1,0,0,0,1,1,350.0
292,1100,Bandra East,2,0,1,0,0,0,1,0,304.0
293,1980,Bandra East,3,0,1,0,0,0,1,1,800.0
294,1700,Bandra East,3,0,1,0,0,0,1,1,585.0
295,3000,Bandra East,4,0,1,0,0,0,1,1,1150.0
296,838,Bandra East,2,1,1,0,0,1,1,0,312.0
297,2000,Bandra East,3,0,1,0,0,0,0,0,550.0
298,832,Others,2,1,1,1,1,1,1,0,347.0
299,965,Others,3,1,1,1,1,1,1,0,365.0
300,850,Bandra West,2,0,0,1,1,1,0,0,300.0
301,2893,Bandra West,4,1,1,1,1,1,1,1,1200.0
302,1750,Bandra West,3,1,1,1,1,1,0,0,725.0
303,1000,Bandra West,2,0,1,1,0,1,0,1,350.0
304,1800,Bandra West,3,0,1,0,0,0,0,1,700.0
305,750,Bandra West,2,0,0,0,0,0,0,0,257.0
306,750,Bandra West,2,0,1,0,0,0,0,0,257.0
307,550,Bandra West,1,0,1,0,0,0,0,1,200.0
308,1824,Bandra West,3,0,0,0,0,0,0,0,700.0
309,1824,Bandra West,3,0,1,0,0,0,0,1,700.0
310,1118,Bandra West,3,1,1,0,0,0,1,1,600.0
311,1200,Bandra West,2,0,1,0,0,0,0,1,600.0
312,2255,Bandra West,3,1,1,1,0,1,1,1,949.0
313,1182,Bandra West,2,1,1,1,0,1,1,1,524.0
314,550,Bandra West,1,0,1,0,0,0,0,1,220.0
315,2150,Bandra West,4,0,1,1,0,0,0,0,1200.0
316,1050,Belapur,2,0,1,1,1,1,1,0,135.0
317,1335,Belapur,2,0,1,1,1,1,1,0,180.0
318,1267,Belapur,3,0,1,1,0,1,1,0,190.0
319,5000,Belapur,5,1,0,0,0,0,0,0,650.0
320,1020,Belapur,2,0,1,0,0,0,1,0,140.0
321,1600,Belapur,3,0,1,0,0,0,1,0,195.0
322,1300,Belapur,2,0,1,0,0,0,1,0,155.0
323,1000,Belapur,2,0,1,0,0,0,0,0,115.0
324,2200,Belapur,3,0,1,0,0,0,1,0,270.0
325,1900,Belapur,3,0,1,0,0,0,1,0,255.0
326,1900,Belapur,3,0,1,0,0,0,1,0,254.0
327,1800,Belapur,3,1,1,0,0,0,1,0,225.0
328,1090,Belapur,2,0,1,0,0,0,1,0,159.0
329,1335,Belapur,2,1,1,1,1,1,1,0,175.0
330,1650,Belapur,3,0,1,0,0,0,1,1,250.0
331,1001,Belapur,2,0,1,0,0,0,1,0,130.0
332,1800,Belapur,3,0,1,0,0,1,1,0,220.0
333,1225,Belapur,2,1,1,0,0,1,1,0,140.0
334,1850,Belapur,3,0,1,0,0,0,1,1,250.0
335,1850,Belapur,3,1,0,0,0,0,0,0,235.0
336,1850,Belapur,3,1,1,0,0,0,1,1,230.0
337,680,Others,1,0,1,0,0,0,0,0,46.0
338,1130,Others,2,0,1,1,1,1,0,0,210.0
339,425,Bhandup West,1,0,0,0,0,0,0,0,55.0
340,543,Bhandup West,1,0,1,1,0,1,0,0,68.0
341,800,Bhandup West,2,0,1,1,1,1,1,1,140.0
342,550,Bhandup West,2,0,1,1,0,1,0,1,90.0
343,556,Bhandup West,1,0,0,1,0,0,0,0,92.0
344,775,Bhandup West,1,0,1,1,0,1,1,1,130.0
345,1225,Bhandup West,3,0,1,1,0,1,1,1,215.0
346,1740,Bhandup West,3,0,1,0,0,0,1,1,265.0
347,1264,Bhandup West,3,0,1,0,0,0,0,1,215.0
348,2066,Bhandup West,3,1,1,1,0,1,1,1,309.0
349,2065,Bhandup West,3,1,1,1,0,1,1,1,361.0
350,3181,Bhandup West,4,1,1,1,0,1,1,1,555.99999
351,1865,Bhandup West,3,1,0,1,0,1,0,0,279.0
352,1200,Bhandup West,2,0,1,0,0,0,1,1,159.0
353,2000,Bhandup West,3,1,0,1,0,1,0,0,300.0
354,3975,Bhandup West,4,1,0,1,0,1,0,0,596.0
355,3050,Bhandup West,4,1,0,1,0,1,0,0,457.0
356,1585,Bhandup West,2,1,0,1,0,1,0,0,237.0
357,1750,Bhandup West,3,1,0,1,0,1,0,0,262.0
358,1475,Bhandup West,2,1,0,1,0,1,0,0,221.0
359,2065,Bhandup West,3,1,0,1,0,1,0,0,309.0
360,575,Bhandup West,1,1,1,0,0,0,1,1,78.0
361,650,Bhandup West,1,0,1,0,0,0,0,1,90.0
362,360,Bhayandar East,1,0,0,1,0,0,0,0,26.0
363,560,Bhayandar East,1,0,0,0,0,0,0,0,45.0
364,1040,Bhayandar East,2,1,1,0,0,0,0,0,83.2
365,645,Bhayandar East,1,1,1,0,0,0,0,0,51.6
366,999,Bhayandar East,2,1,1,0,0,0,0,1,73.2
367,715,Bhayandar East,1,0,0,0,0,0,0,0,55.77
368,675,Bhayandar East,1,0,0,0,0,0,0,1,46.0
369,365,Bhayandar East,1,0,0,0,0,0,0,1,31.0
370,730,Bhayandar East,2,0,1,0,0,0,0,1,63.0
371,450,Bhayandar East,1,1,0,0,0,0,0,0,33.0
372,750,Bhayandar East,2,0,1,0,0,0,0,1,66.0
373,645,Bhayandar East,1,1,0,0,0,0,0,0,51.5
374,568,Bhiwandi,2,1,1,1,1,1,0,0,40.0
375,1227,Bhiwandi,3,1,1,1,1,1,1,0,86.0
376,802,Bhiwandi,2,1,1,1,1,1,1,0,56.0
377,1530,Bhiwandi,3,1,1,1,0,1,1,1,90.41
378,1490,Bhiwandi,3,1,1,1,0,1,1,1,91.67
379,1295,Bhiwandi,2,1,1,1,0,1,1,1,78.81
380,1017,Bhiwandi,2,1,1,1,0,1,1,1,56.86
381,600,Bhiwandi,1,1,1,1,0,1,1,0,40.0
382,657,Bhiwandi,1,1,1,0,0,0,1,0,38.0
383,1491,Bhiwandi,3,0,1,1,0,1,1,1,79.0
384,1021,Bhiwandi,2,1,0,0,0,0,0,0,58.0
385,1021,Bhiwandi,2,1,1,0,0,0,1,1,58.0
386,1080,Bhiwandi,2,0,1,1,0,1,1,1,60.0
387,1080,Bhiwandi,2,0,1,1,0,1,1,1,58.0
388,1080,Bhiwandi,2,0,1,1,0,1,1,1,56.0
389,1080,Bhiwandi,2,0,1,1,0,1,1,1,55.0
390,630,Boisar,2,1,1,0,0,1,1,0,26.0
391,570,Boisar,1,0,0,0,0,0,0,0,24.0
392,1380,Boisar,3,0,0,0,0,0,1,0,42.0
393,1160,Boisar,3,0,0,0,0,0,0,0,33.5
394,930,Boisar,2,0,0,0,0,0,0,0,25.0
395,1120,Boisar,2,1,0,0,0,0,1,0,42.0
396,820,Boisar,2,1,0,0,0,0,0,0,21.5
397,795,Boisar,2,0,1,0,0,0,0,0,28.0
398,740,Boisar,2,1,1,0,0,0,0,0,23.31
399,1380,Boisar,3,0,1,0,0,0,1,0,40.0
400,1200,Boisar,3,0,1,0,0,0,1,0,35.0
401,990,Boisar,3,1,1,1,0,1,1,0,33.17
402,930,Boisar,2,0,1,0,0,0,1,0,25.0
403,820,Boisar,2,0,0,0,0,0,1,0,23.5
404,820,Boisar,2,0,1,0,0,0,1,0,23.5
405,780,Boisar,2,0,0,0,0,0,1,0,21.0
406,605,Boisar,1,1,1,1,0,1,1,0,21.78
407,605,Boisar,1,1,0,1,0,1,1,0,21.78
408,1077,Boisar,3,1,1,1,0,1,1,0,38.77
409,1105,Boisar,3,1,1,0,0,0,0,0,35.36
410,820,Boisar,2,0,1,0,0,0,1,0,23.0
411,820,Boisar,2,0,1,0,0,0,1,0,23.0
412,785,Boisar,2,1,1,0,0,0,0,0,32.0
413,1120,Boisar,3,1,1,0,0,0,0,0,39.2
414,1200,Boisar,3,0,1,0,0,0,1,0,36.0
415,740,Boisar,2,0,1,1,0,1,1,0,23.0
416,930,Boisar,2,0,0,0,0,0,1,0,26.0
417,840,Boisar,2,0,1,1,0,1,1,0,26.0
418,731,Boisar,2,0,0,0,0,0,0,0,20.0
419,999,Boisar,2,1,1,0,0,0,1,0,39.0
420,675,Boisar,2,1,1,0,0,1,1,0,25.0
421,620,Boisar,1,0,1,0,0,0,0,0,21.39
422,513,Boisar,1,1,1,0,0,1,1,0,20.5
423,714,Boisar,2,1,1,1,0,1,1,0,24.0
424,935,Boisar,2,0,1,0,0,0,0,0,26.0
425,1200,Boisar,3,0,0,0,0,0,0,0,35.0
426,990,Boisar,3,1,0,1,0,1,1,0,33.65999
427,605,Boisar,1,1,0,1,0,1,1,0,20.57
428,1095,Boisar,3,1,0,1,0,1,1,0,37.22999
429,1108,Boisar,3,1,0,1,0,1,1,0,39.88
430,973,Boisar,1,1,0,1,0,1,1,0,33.08
431,1077,Boisar,3,1,0,1,0,1,1,0,36.61
432,820,Boisar,2,0,0,0,0,0,0,0,22.0
433,1380,Boisar,3,0,0,0,0,0,0,0,41.0
434,1155,Others,3,1,1,1,0,1,1,0,205.0
435,829,Others,2,1,1,1,0,1,1,0,145.0
436,1105,Borivali East,2,0,1,1,1,1,1,0,170.0
437,950,Borivali East,2,0,1,1,1,1,1,0,153.0
438,1840,Borivali East,3,0,1,1,1,1,1,0,260.0
439,600,Borivali East,1,0,1,1,0,1,1,1,112.99999
440,907,Borivali East,2,0,1,1,0,1,0,1,155.0
441,600,Borivali East,1,0,1,1,0,1,0,1,110.0
442,1189,Borivali East,3,0,1,1,0,1,0,1,225.0
443,1080,Borivali East,2,1,1,1,0,1,1,1,215.0
444,1500,Borivali East,3,0,1,1,0,1,1,1,230.0
445,600,Borivali East,1,0,1,1,0,1,0,1,100.0
446,600,Borivali East,1,0,1,1,0,1,1,1,110.0
447,1020,Borivali East,2,0,1,1,0,1,1,1,185.0
448,585,Borivali East,1,0,1,1,1,1,0,0,110.0
449,1050,Borivali East,2,0,1,1,1,1,0,0,165.0
450,552,Borivali East,1,1,1,1,0,1,0,1,100.0
451,845,Borivali East,2,1,1,1,1,1,1,1,155.0
452,900,Borivali East,2,0,1,1,0,1,0,1,140.0
453,918,Borivali East,2,1,1,0,0,1,0,0,132.0
454,1450,Borivali East,2,1,1,0,0,1,1,1,215.0
455,700,Borivali East,2,0,0,0,0,0,0,0,140.0
456,2800,Borivali East,4,0,0,0,0,0,0,0,451.99999
457,950,Borivali East,2,0,0,0,0,0,0,0,170.0
458,600,Borivali East,1,0,1,1,0,1,1,1,100.0
