,Area,Location,No. of Bedrooms,New/Resale,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Clubhouse,Gas Connection,Price_in_Lakhs
1157,680,Kalwa,1,0,1,0,0,0,0,0,55.0
1158,657,Kalwa,1,0,1,0,0,0,0,0,57.0
1159,1000,Kalwa,2,0,1,0,0,0,0,0,92.0
1160,620,Kalwa,1,0,1,0,0,0,0,0,55.0
1161,478,Kalwa,1,0,1,0,0,0,0,0,47.0
1162,680,Kalwa,1,0,1,0,0,0,0,0,60.0
1163,850,Kalwa,2,0,0,0,0,0,0,0,80.0
1164,565,Kalwa,1,0,0,0,0,0,0,0,55.0
1165,330,Kalwa,1,0,0,0,0,0,0,0,30.0
1166,575,Others,1,1,1,0,0,0,0,0,36.0
1167,670,Others,1,1,1,1,1,1,0,0,39.85
1168,550,Others,1,0,1,1,0,1,0,0,35.0
1169,855,Others,2,1,1,0,0,0,0,0,48.0
1170,600,Others,1,1,1,0,0,0,0,1,33.0
1171,1060,Others,2,0,1,1,0,1,1,0,69.0
1172,1060,Others,2,0,1,1,0,1,1,0,71.5
1173,1060,Others,2,0,1,1,0,1,1,0,70.0
1174,1060,Others,2,0,1,0,0,0,0,0,72.0
1175,950,Kalyan West,2,0,0,0,0,0,0,0,70.0
1176,1220,Kalyan West,3,0,0,0,0,1,1,0,75.0
1177,1127,Kalyan West,2,0,1,1,0,1,1,0,76.0
1178,1065,Kalyan West,2,0,1,1,1,1,0,0,68.0
1179,1000,Kalyan West,3,0,0,0,0,0,0,0,56.0
1180,600,Kalyan West,2,0,1,1,1,1,0,0,44.0
1181,610,Kalyan West,2,0,1,1,1,0,0,0,48.0
1182,610,Kalyan West,2,0,0,1,1,0,0,0,43.8
1183,610,Kalyan West,2,0,1,1,1,0,0,0,43.8
1184,650,Kalyan West,2,0,1,1,1,0,0,0,50.6
1185,450,Kalyan West,1,0,0,1,1,1,0,0,35.0
1186,410,Kalyan West,1,1,1,1,0,1,0,0,27.0
1187,565,Kalyan West,1,1,1,1,0,1,0,0,35.0
1188,980,Kalyan West,2,1,1,0,0,1,1,0,55.0
1189,650,Kalyan West,1,1,1,0,0,1,1,0,38.9
1190,999,Kalyan West,2,0,1,1,1,1,1,0,77.0
1191,695,Kalyan West,1,0,1,1,0,1,1,0,47.0
1192,695,Kalyan West,1,0,1,1,0,1,1,0,47.0
1193,1130,Kalyan West,2,1,1,0,0,0,1,0,69.0
1194,800,Kalyan West,2,0,1,1,0,1,1,0,55.0
1195,655,Kalyan West,1,0,1,1,0,1,1,0,42.0
1196,900,Kalyan West,2,0,1,0,0,0,1,0,68.0
1197,657,Kalyan West,1,0,1,0,0,1,1,0,43.0
1198,640,Kalyan West,1,0,1,1,0,1,1,0,41.0
1199,1300,Kalyan West,3,0,1,0,0,0,1,0,100.0
1200,759,Kalyan West,1,0,1,0,0,0,0,0,62.99
1201,685,Kalyan West,1,0,1,0,0,0,0,0,42.0
1202,695,Kalyan West,1,0,1,0,0,0,1,0,53.0
1203,970,Kalyan West,2,0,1,0,0,0,1,0,75.0
1204,970,Kalyan West,2,0,1,0,0,0,1,0,73.0
1205,920,Kalyan West,2,0,1,1,0,1,1,0,76.0
1206,635,Kalyan West,1,0,1,0,0,0,1,0,43.0
1207,950,Kalyan West,2,0,1,0,0,1,1,0,60.0
1208,975,Kalyan West,2,0,1,1,0,1,1,0,66.0
1209,625,Kalyan West,1,0,1,0,0,0,0,0,50.0
1210,955,Kalyan West,2,0,1,1,0,1,1,0,80.0
1211,620,Kalyan West,1,0,1,1,1,1,0,0,35.99
1212,1560,Kalyan West,3,0,1,0,0,0,0,0,120.0
1213,665,Kalyan West,1,0,0,0,0,0,0,0,40.0
1214,665,Kalyan West,1,0,1,0,0,0,1,0,40.0
1215,695,Kalyan West,1,0,1,1,0,1,1,0,55.0
1216,695,Kalyan West,1,0,1,0,0,0,0,0,39.0
1217,1140,Kalyan West,2,0,1,0,0,0,1,1,80.0
1218,700,Kalyan West,1,0,1,1,0,1,1,0,45.0
1219,1095,Kalyan West,2,0,1,0,0,0,1,0,80.0
1220,1495,Kalyan West,3,0,1,0,0,0,1,0,99.0
1221,945,Kalyan West,2,0,1,0,0,0,0,0,60.0
1222,421,Kalyan West,1,0,0,0,0,0,0,0,25.0
1223,585,Kalyan West,1,0,1,0,0,0,0,0,45.0
1224,595,Kalyan West,1,0,0,0,0,0,0,0,38.0
1225,550,Kalyan West,1,0,1,0,0,0,1,0,35.0
1226,880,Kalyan West,2,0,1,0,0,0,1,0,52.0
1227,695,Kalyan West,1,0,1,1,0,1,1,0,52.0
1228,665,Kalyan West,1,0,1,0,0,0,1,0,40.0
1229,1120,Kalyan West,2,0,1,1,0,1,1,0,83.0
1230,390,Kalyan West,1,0,0,0,0,0,1,0,23.5
1231,390,Kalyan West,1,0,0,0,0,0,0,0,25.0
1232,665,Kalyan West,1,0,1,0,0,1,1,0,40.0
1233,665,Kalyan West,1,0,0,0,0,1,1,0,40.0
1234,390,Kalyan West,1,0,0,0,0,0,0,0,23.5
1235,1110,Kalyan West,2,0,1,1,0,1,1,0,91.0
1236,760,Kalyan West,1,0,0,0,0,0,0,0,51.0
1237,760,Kalyan West,1,0,1,0,0,0,1,0,51.0
1238,1200,Kalyan West,2,0,1,0,0,0,0,0,90.0
1239,695,Kalyan West,1,0,0,0,0,0,0,0,46.0
1240,800,Kalyan West,2,0,1,0,0,1,1,0,48.0
1241,580,Kalyan West,1,0,1,0,0,1,1,0,32.0
1242,577,Kalyan West,1,0,1,0,0,1,1,0,32.0
1243,650,Kalyan West,1,0,1,0,0,0,0,0,38.0
1244,982,Kalyan West,2,0,1,0,0,1,1,0,56.75
1245,1000,Kalyan West,2,0,1,0,0,1,1,0,56.5
1246,577,Kalyan West,1,0,1,0,0,1,0,0,32.0
1247,585,Kalyan West,1,0,1,1,0,1,1,0,32.5
1248,585,Kalyan West,1,0,1,1,0,1,1,0,35.5
1249,966,Kalyan West,2,0,1,1,0,1,1,0,68.0
1250,607,Kalyan West,1,0,1,0,0,1,0,0,35.99
1251,605,Kalyan West,1,0,1,0,0,1,1,0,36.0
1252,950,Kalyan West,2,0,1,0,0,0,0,0,77.0
1253,607,Kalyan West,1,1,1,0,0,1,1,0,35.0
1254,625,Kalyan West,1,1,1,1,0,1,1,0,34.5
1255,607,Kalyan West,1,1,1,1,0,1,1,0,35.5
1256,800,Kalyan West,2,0,1,1,0,1,1,0,48.0
1257,1045,Kalyan West,2,0,1,1,1,1,1,0,85.0
1258,1045,Kalyan West,2,0,1,1,1,1,1,0,85.0
1259,600,Kalyan West,1,0,1,0,0,1,1,0,32.5
1260,600,Kalyan West,1,0,1,0,0,1,1,0,32.5
1261,565,Kalyan West,1,0,1,1,0,0,0,0,40.0
1262,900,Kalyan West,2,0,1,0,0,1,1,0,60.0
1263,900,Kalyan West,2,0,1,0,0,1,1,0,60.0
1264,1050,Kalyan West,2,0,1,1,1,1,1,0,85.0
1265,585,Kalyan West,1,0,1,0,0,1,1,0,32.0
1266,1050,Kalyan West,2,0,1,0,0,0,0,0,75.0
1267,933,Kalyan West,2,1,1,0,0,0,0,1,53.0
1268,1500,Kalyan West,3,0,1,0,0,0,1,1,102.0
1269,607,Kalyan West,1,0,1,0,0,0,1,0,37.0
1270,1115,Kalyan West,2,0,1,0,0,0,0,0,85.0
1271,880,Kalyan West,2,0,1,0,0,0,0,0,62.0
1272,635,Kalyan West,1,0,1,1,1,1,1,0,42.0
1273,700,Kalyan West,1,0,1,1,0,1,1,0,46.0
1274,947,Kalyan West,2,0,1,1,0,1,1,0,70.0
1275,1300,Kalyan West,3,0,1,0,0,0,0,0,85.0
1276,740,Kalyan West,1,0,0,0,0,1,1,0,40.0
1277,735,Kalyan West,1,0,0,0,0,0,0,0,45.0
1278,725,Kalyan West,1,1,1,0,0,0,1,0,45.0
1279,868,Kalyan West,2,0,1,1,0,1,1,0,58.0
1280,676,Kalyan West,1,0,1,1,0,1,1,0,44.0
1281,977,Kalyan West,2,0,1,0,0,0,1,1,74.0
1282,720,Kalyan West,1,0,1,1,0,1,1,1,40.0
1283,595,Kalyan West,1,0,1,1,1,1,1,1,43.0
1284,390,Kalyan West,1,1,1,0,0,0,1,0,32.0
1285,1545,Kalyan West,3,0,1,1,0,1,1,0,110.0
1286,350,Kalyan West,1,0,1,0,0,0,0,0,23.0
1287,650,Kalyan West,1,0,1,0,0,0,1,0,39.0
1288,555,Kalyan West,1,0,1,0,0,0,0,0,42.0
1289,950,Kalyan West,2,0,1,0,0,1,1,0,55.99
1290,950,Kalyan West,2,0,1,0,0,1,1,0,52.0
1291,1060,Kalyan West,2,0,1,0,0,0,0,0,79.98999
1292,600,Kalyan West,1,0,1,0,0,1,1,0,33.0
1293,982,Kalyan West,2,0,1,0,0,1,1,0,60.0
1294,860,Kalyan West,2,0,1,1,1,1,1,0,52.99
1295,1431,Kalyan West,3,0,1,1,0,1,1,0,101.0
1296,1080,Kalyan West,2,0,1,0,0,0,0,0,79.98999
1297,607,Kalyan West,1,0,1,0,0,1,1,0,33.0
1298,688,Kalyan West,1,0,1,0,0,0,0,0,39.99
1299,768,Kalyan West,1,0,1,0,0,0,1,0,49.99
1300,810,Kalyan West,2,0,1,1,0,1,1,0,44.99
1301,565,Kalyan West,1,0,1,1,0,0,0,0,40.99
1302,650,Kalyan West,1,0,1,0,0,0,0,0,36.99
1303,650,Kalyan West,1,0,1,1,0,1,1,0,42.0
1304,810,Kalyan West,2,0,1,1,0,1,1,0,45.0
1305,650,Kalyan West,1,0,0,0,0,1,1,0,41.0
1306,650,Kalyan West,1,0,1,0,0,1,1,0,41.0
1307,964,Kalyan West,2,0,1,0,0,0,0,0,63.0
1308,750,Kalyan West,1,0,1,0,0,0,1,0,49.99
1309,600,Kalyan West,1,0,1,0,0,1,0,0,32.5
1310,966,Kalyan West,2,0,1,1,0,0,0,0,55.0
1311,635,Kalyan West,1,0,1,0,0,0,1,0,42.5
1312,620,Kamothe,1,0,1,1,1,1,1,0,40.0
1313,980,Kamothe,2,0,1,1,1,1,1,0,64.0
1314,950,Kamothe,2,0,1,1,1,1,1,0,69.0
1315,619,Kamothe,1,0,1,1,1,1,0,0,54.25
1316,710,Kamothe,1,0,0,1,1,1,1,0,57.0
1317,887,Kamothe,2,0,1,1,1,1,1,0,71.0
1318,1005,Kamothe,2,0,1,1,1,1,1,0,78.0
1319,950,Kamothe,2,0,1,1,1,1,1,0,59.0
1320,650,Kamothe,1,0,1,1,1,1,1,0,50.0
1321,638,Kamothe,1,0,1,1,1,1,1,0,40.5
1322,675,Kamothe,2,0,0,1,1,1,1,0,50.5
1323,1006,Kamothe,2,0,1,1,1,1,1,0,68.0
1324,420,Kamothe,1,0,1,1,1,1,1,0,30.0
1325,850,Kamothe,1,0,1,1,1,1,1,0,52.0
1326,1005,Kamothe,2,0,1,1,1,1,1,0,67.0
1327,900,Kamothe,2,0,1,1,1,1,1,0,69.0
1328,940,Kamothe,2,0,1,1,1,1,1,0,79.5
1329,620,Kamothe,1,0,1,1,1,1,1,0,54.6
1330,650,Kamothe,2,0,1,1,1,1,0,0,49.5
1331,1000,Kamothe,2,0,1,1,1,1,1,0,70.0
1332,1100,Kamothe,2,0,1,1,1,1,0,0,85.75
1333,600,Kamothe,1,0,1,1,1,1,0,0,48.0
1334,940,Kamothe,2,0,1,1,1,1,1,0,79.0
1335,1175,Kamothe,2,0,1,1,1,1,1,0,87.25
1336,1255,Kamothe,2,0,1,1,1,1,1,0,65.0
1337,1236,Kamothe,2,0,0,1,1,1,0,0,93.5
1338,1700,Kamothe,3,0,1,1,1,1,1,0,100.0
1339,1003,Kamothe,2,0,1,1,1,1,0,0,70.0
1340,1000,Kamothe,2,0,1,1,1,1,1,0,58.0
1341,653,Kamothe,1,0,0,1,1,1,1,0,48.0
1342,1575,Kamothe,3,0,0,1,1,1,0,0,110.0
1343,1089,Kamothe,2,0,0,1,1,1,0,0,85.0
1344,900,Kamothe,2,0,0,1,1,1,0,0,62.0
1345,1065,Kamothe,2,0,0,1,1,1,0,0,79.0
1346,610,Kamothe,1,0,1,1,1,1,0,0,44.0
1347,670,Kamothe,1,0,1,1,1,1,0,0,57.0
1348,900,Kamothe,2,0,1,1,1,1,1,0,63.5
1349,610,Kamothe,2,0,0,1,1,1,0,0,45.0
1350,980,Kamothe,2,0,1,1,0,1,0,0,67.0
1351,1098,Kamothe,2,0,1,1,1,1,0,0,76.0
1352,1310,Kamothe,2,0,0,1,1,1,1,0,92.0
1353,1109,Kamothe,2,0,0,1,1,0,0,0,80.0
1354,650,Kamothe,1,0,1,1,1,1,0,0,42.0
1355,1128,Kamothe,2,0,1,1,1,1,1,0,90.0
1356,1258,Kamothe,2,0,0,1,1,1,0,0,85.0
1357,1101,Kamothe,2,0,0,1,1,1,0,0,68.0
1358,665,Kamothe,1,0,1,1,1,1,0,0,55.0
1359,1125,Kamothe,2,0,1,1,1,1,0,0,77.0
1360,555,Kamothe,1,0,1,1,1,1,0,0,42.0
1361,1000,Kamothe,2,0,0,1,1,1,0,0,68.0
1362,1012,Kamothe,2,0,0,1,1,1,0,0,72.0
1363,1129,Kamothe,2,0,0,1,1,1,0,0,100.0
1364,600,Kamothe,1,0,0,1,1,1,0,0,49.25
1365,1012,Kamothe,2,0,0,1,1,1,0,0,70.0
1366,1565,Kamothe,3,0,0,1,1,1,0,0,122.0
1367,630,Kamothe,1,0,0,1,1,1,0,0,52.0
1368,1129,Kamothe,2,0,0,1,1,1,0,0,104.0
1369,605,Kamothe,1,0,0,1,1,1,0,0,51.0
1370,600,Kamothe,1,0,0,1,1,1,0,0,50.0
1371,1000,Kamothe,2,0,0,1,1,1,0,0,79.0
1372,1310,Kamothe,2,0,0,1,1,1,0,0,95.0
1373,1225,Kamothe,2,0,0,1,1,1,0,0,95.0
1374,1310,Kamothe,2,0,0,1,1,1,0,0,93.0
1375,1540,Kamothe,3,0,0,1,1,1,0,0,125.0
1376,1565,Kamothe,3,0,0,1,1,1,0,0,124.0
1377,1225,Kamothe,2,0,0,1,1,1,0,0,98.0
1378,600,Kamothe,1,0,0,1,1,1,0,0,48.0
1379,635,Kamothe,1,0,0,1,1,1,0,0,49.5
1380,650,Kamothe,1,0,0,1,1,1,0,0,53.0
1381,1095,Kamothe,2,1,0,0,0,0,0,0,80.0
1382,1110,Kamothe,2,0,1,0,0,0,0,0,77.0
1383,610,Kamothe,1,0,1,1,0,1,0,0,45.0
1384,1050,Kamothe,2,1,1,1,1,1,1,0,85.0
1385,1168,Kamothe,2,0,1,0,0,0,0,0,91.0
1386,1168,Kamothe,2,0,1,0,0,0,0,0,91.0
1387,550,Kamothe,1,1,1,0,0,0,0,0,45.0
1388,365,Kamothe,1,0,1,0,0,0,0,0,32.0
1389,2000,Kamothe,3,0,1,1,0,1,1,0,160.0
1390,655,Kamothe,1,0,1,1,0,1,1,0,54.0
1391,1045,Kamothe,2,0,1,0,0,0,1,0,85.0
1392,660,Kamothe,1,0,1,0,0,0,0,0,53.0
1393,1252,Kamothe,2,0,1,1,0,1,1,0,103.0
1394,640,Kamothe,1,0,1,0,0,0,0,1,42.5
1395,660,Kamothe,1,0,1,0,0,0,0,0,42.75
1396,650,Kamothe,1,1,1,0,0,0,0,0,42.5
1397,640,Kamothe,1,1,1,0,0,0,0,0,42.0
1398,1103,Kamothe,2,0,0,0,0,0,0,0,78.0
1399,1010,Kamothe,2,0,1,1,0,1,1,0,77.0
1400,1177,Kamothe,2,0,1,0,0,0,1,0,86.0
1401,1150,Kamothe,2,1,1,0,0,0,1,0,86.0
1402,1109,Kamothe,2,1,1,1,0,1,1,0,82.0
1403,2250,Kamothe,2,1,1,1,0,1,1,0,180.0
1404,2250,Kamothe,3,1,1,1,0,1,1,0,170.0
1405,2200,Kamothe,3,1,1,1,0,1,1,0,160.0
1406,1800,Kamothe,3,1,1,1,0,1,1,0,94.0
1407,1500,Kamothe,3,1,1,1,0,1,1,0,96.0
1408,1400,Kamothe,3,1,1,1,0,1,1,0,95.0
1409,930,Kamothe,2,1,1,1,0,1,1,0,80.0
1410,1100,Kamothe,2,1,1,1,0,1,1,0,77.0
1411,950,Kamothe,2,1,1,1,0,1,1,0,75.0
1412,1150,Kamothe,2,1,1,1,0,1,1,0,80.0
1413,1110,Kamothe,2,1,1,1,0,1,1,0,75.0
1414,1050,Kamothe,2,0,1,0,0,0,1,0,80.0
1415,1245,Others,2,0,0,1,1,1,0,0,94.0
1416,1192,Others,2,0,1,1,1,1,0,0,94.0
1417,1810,Kandivali East,3,1,1,1,1,1,1,0,277.99999
1418,1600,Kandivali East,3,0,1,1,0,1,1,1,250.0
1419,1890,Kandivali East,4,0,1,1,1,1,1,1,280.0
1420,1350,Kandivali East,3,0,1,1,0,1,1,0,245.0
1421,1786,Kandivali East,3,0,1,1,0,1,1,0,315.0
1422,1350,Kandivali East,2,1,1,1,1,1,1,0,210.0
1423,400,Kandivali East,1,0,0,0,0,0,0,1,61.0
1424,400,Kandivali East,1,0,1,1,0,1,1,0,70.0
1425,2450,Kandivali East,4,0,1,1,0,1,1,1,350.0
1426,1165,Kandivali East,3,0,1,1,0,1,1,1,180.0
1427,525,Kandivali East,1,0,1,1,0,1,1,0,82.0
1428,745,Kandivali East,2,0,1,1,1,1,1,1,125.0
1429,1667,Kandivali East,3,0,1,1,1,1,1,1,330.0
1430,400,Kandivali East,1,0,1,1,0,1,1,1,64.0
1431,1530,Kandivali East,3,0,1,1,1,1,1,0,220.0
1432,510,Kandivali East,1,0,1,1,1,1,1,1,77.0
1433,860,Kandivali East,2,1,1,1,1,1,1,0,165.0
1434,525,Kandivali East,1,0,1,1,1,1,1,1,83.0
1435,1000,Kandivali East,2,0,1,1,1,1,1,1,150.0
1436,1065,Kandivali East,3,0,0,1,1,1,0,0,165.0
1437,2400,Kandivali East,3,1,1,1,0,1,1,1,355.0
1438,900,Kandivali East,2,1,1,1,1,1,1,1,145.0
1439,2700,Kandivali East,5,0,1,1,0,1,1,0,419.0
1440,1000,Kandivali East,2,0,1,1,1,1,1,0,145.0
1441,1000,Kandivali East,2,0,1,0,0,0,1,0,155.0
1442,525,Kandivali East,1,0,1,1,1,1,1,0,85.0
1443,1000,Kandivali East,2,0,1,1,1,1,1,1,160.0
1444,1090,Kandivali East,2,0,1,1,0,1,1,0,165.0
1445,860,Kandivali East,2,0,1,1,1,1,1,0,135.0
1446,1000,Kandivali East,2,0,1,1,1,1,1,1,155.0
1447,1750,Kandivali East,3,0,1,1,0,1,1,1,275.0
1448,1090,Kandivali East,2,0,1,1,0,1,1,1,165.0
1449,995,Kandivali East,2,0,1,1,1,1,1,0,145.0
1450,1655,Kandivali East,3,0,1,1,0,1,1,0,225.0
1451,1100,Kandivali East,3,0,1,1,0,1,1,0,218.0
1452,1000,Kandivali East,2,0,1,1,0,1,1,1,160.0
1453,525,Kandivali East,1,0,1,1,0,1,1,0,87.0
1454,515,Kandivali East,1,0,1,0,0,0,1,1,95.0
1455,1325,Kandivali East,3,0,0,0,0,0,0,0,190.0
1456,525,Kandivali East,1,0,1,1,1,1,1,0,90.0
1457,700,Kandivali East,1,1,1,1,0,1,1,1,95.0
1458,1250,Kandivali East,3,0,1,1,0,1,1,1,172.0
1459,745,Kandivali East,2,0,1,1,0,0,0,1,125.0
1460,465,Kandivali East,1,0,1,1,1,1,1,1,65.0
1461,780,Kandivali East,2,0,1,1,1,1,1,1,115.0
1462,365,Kandivali East,1,0,1,1,1,1,1,1,64.0
1463,1325,Kandivali East,3,0,1,0,0,0,0,1,235.0
1464,1065,Kandivali East,2,0,1,0,0,0,1,1,163.99999
1465,1120,Kandivali East,2,0,1,1,0,1,1,0,175.0
1466,1000,Kandivali East,2,0,1,1,1,1,1,1,140.0
1467,515,Kandivali East,1,0,1,1,1,1,1,1,96.0
1468,550,Kandivali East,1,0,1,0,0,0,1,1,108.0
1469,479,Kandivali East,1,1,1,1,0,1,1,0,100.0
1470,845,Kandivali East,2,1,1,1,0,1,1,0,173.0
1471,1202,Kandivali East,3,1,1,1,0,1,1,0,216.0
1472,1763,Kandivali East,4,1,1,1,0,1,1,0,327.0
1473,2465,Kandivali East,3,0,1,1,0,1,1,1,345.0
1474,850,Kandivali East,2,0,1,0,0,0,1,0,155.0
1475,1750,Kandivali East,3,0,1,1,0,1,1,0,255.0
1476,1750,Kandivali East,3,0,1,1,0,1,1,1,270.0
1477,1750,Kandivali East,3,0,1,1,0,1,1,0,250.0
1478,1090,Kandivali East,2,0,1,1,0,1,1,0,162.99999
1479,800,Kandivali East,2,0,1,1,0,1,1,0,125.0
1480,1200,Kandivali East,3,0,1,0,0,0,0,0,215.0
1481,1075,Kandivali East,2,0,0,0,0,0,0,0,210.0
1482,645,Kandivali East,1,0,1,0,0,0,1,1,105.0
1483,560,Kandivali East,1,0,1,0,0,0,0,1,85.0
1484,570,Kandivali East,1,0,1,0,0,0,0,1,85.0
1485,495,Kandivali East,1,0,1,0,0,0,0,0,80.0
1486,650,Kandivali East,1,0,1,0,0,0,0,1,90.0
1487,1350,Kandivali East,3,0,0,0,0,0,0,0,275.0
1488,729,Kandivali East,2,1,1,1,0,1,0,1,110.0
1489,534,Kandivali East,1,1,1,1,0,1,1,1,78.9
1490,553,Kandivali East,1,1,1,1,0,1,0,1,79.09999
1491,564,Kandivali East,1,1,1,1,0,1,1,1,79.0
1492,744,Kandivali East,1,1,1,1,0,1,1,1,112.99999
1493,393,Kandivali East,1,0,1,1,0,1,1,1,55.0
1494,728,Kandivali East,2,1,1,1,0,1,1,1,112.99999
1495,553,Kandivali East,1,1,1,1,0,1,1,1,75.0
1496,565,Kandivali East,1,1,1,1,0,1,1,0,79.0
1497,450,Kandivali East,1,0,1,1,0,1,1,1,78.0
1498,450,Kandivali East,1,0,1,1,0,1,1,0,78.0
1499,300,Kandivali East,1,1,1,1,0,1,1,1,50.0
1500,300,Kandivali East,1,0,1,1,0,1,1,1,50.4
1501,1200,Kandivali East,3,0,1,0,0,0,0,1,175.0
1502,310,Kandivali East,1,0,1,1,0,1,0,1,47.0
1503,1350,Kandivali East,3,0,1,1,0,1,1,1,260.0
1504,1786,Kandivali East,3,0,1,1,0,1,1,1,360.0
1505,1050,Kandivali East,2,0,1,0,0,0,1,1,210.0
1506,1750,Kandivali East,3,0,1,1,0,1,1,0,252.0
1507,1750,Kandivali East,3,0,1,1,0,1,1,0,256.0
1508,1000,Kandivali East,2,0,1,1,1,1,1,0,150.0
1509,900,Kandivali East,2,0,1,0,0,0,1,1,155.0
1510,680,Kandivali East,2,0,1,1,1,1,1,1,94.0
1511,460,Kandivali East,1,0,1,1,1,1,1,0,75.0
1512,1655,Kandivali East,3,0,1,1,0,1,1,0,220.0
1513,2465,Kandivali East,4,0,1,1,0,1,1,0,345.0
1514,2365,Kandivali East,4,0,1,1,0,1,1,0,340.0
1515,1000,Kandivali East,2,0,1,1,1,1,1,0,140.0
1516,1600,Kandivali East,3,1,1,0,0,0,1,1,250.0
1517,365,Kandivali East,1,0,1,0,0,0,0,1,63.0
1518,575,Kandivali East,1,0,1,0,0,0,1,1,86.0
1519,535,Kandivali East,1,0,1,1,1,0,0,1,90.0
1520,765,Kandivali East,2,0,1,1,1,1,1,0,125.0
1521,1120,Kandivali East,2,0,1,1,0,1,1,1,180.0
1522,1750,Kandivali East,3,0,1,1,0,1,1,1,250.0
1523,660,Kandivali East,2,0,1,0,0,0,0,1,98.0
1524,1475,Kandivali East,3,0,1,1,0,1,1,1,290.0
1525,800,Kandivali West,2,1,1,1,1,1,1,0,125.0
1526,1500,Kandivali West,3,1,1,1,1,1,1,0,180.0
1527,1100,Kandivali West,2,1,1,1,1,1,1,0,132.0
1528,1962,Kandivali West,3,1,1,1,1,1,1,0,353.0
1529,1440,Kandivali West,3,1,1,1,1,1,1,0,250.0
1530,765,Kandivali West,1,1,1,1,1,1,1,0,90.0
1531,1056,Kandivali West,2,0,1,1,1,1,1,0,137.0
1532,1050,Kandivali West,2,1,1,1,0,1,1,0,152.0
1533,600,Kandivali West,1,0,1,1,0,1,1,0,88.0
1534,1500,Kandivali West,3,1,1,1,0,1,1,0,175.0
1535,1500,Kandivali West,3,0,1,1,0,1,1,0,265.0
1536,1129,Kandivali West,2,0,1,1,0,1,1,1,210.0
1537,839,Kandivali West,2,0,1,1,0,1,1,1,165.0
1538,650,Kandivali West,1,0,1,1,0,1,1,1,86.0
1539,913,Kandivali West,2,1,1,1,1,1,1,0,128.0
1540,562,Kandivali West,1,1,1,1,1,1,1,0,89.0
1541,791,Kandivali West,2,0,1,1,0,1,1,1,145.0
1542,1561,Kandivali West,3,1,1,1,0,1,0,0,196.0
1543,1550,Kandivali West,3,1,1,1,0,1,1,0,199.0
1544,2000,Kandivali West,4,0,1,1,0,1,1,0,400.0
1545,925,Kandivali West,2,1,1,1,0,1,1,0,142.0
1546,665,Kandivali West,1,1,1,1,1,1,1,0,95.0
1547,640,Kandivali West,1,0,0,0,0,0,0,0,85.0
1548,864,Kandivali West,2,0,1,0,0,0,0,1,102.0
1549,840,Kandivali West,2,0,1,0,0,0,0,1,165.0
1550,840,Kandivali West,2,0,0,0,0,0,0,0,165.0
1551,680,Kandivali West,2,0,1,1,0,0,0,0,120.0
1552,1242,Kandivali West,3,0,1,0,0,0,0,1,236.0
1553,888,Kandivali West,2,0,1,0,0,0,0,0,169.0
1554,888,Kandivali West,2,0,1,0,0,0,0,0,169.0
1555,650,Kandivali West,1,0,1,1,0,1,1,0,100.0
1556,1614,Kandivali West,3,1,0,0,0,0,1,0,220.0
1557,580,Kandivali West,1,1,1,0,0,0,1,1,98.0
1558,950,Kandivali West,2,1,1,0,0,0,1,1,145.0
1559,605,Kandivali West,1,0,0,0,0,0,0,0,84.0
1560,768,Kandivali West,2,0,1,1,0,1,1,1,140.0
1561,340,Kandivali West,1,0,1,0,0,0,0,0,52.0
1562,340,Kandivali West,1,0,0,0,0,0,0,0,41.0
1563,350,Kandivali West,1,0,1,0,0,0,0,0,41.0
1564,410,Kandivali West,1,0,0,0,0,0,0,0,52.0
1565,350,Kandivali West,1,0,1,0,0,0,0,0,42.0
1566,340,Kandivali West,1,0,1,0,0,0,0,0,41.0
1567,340,Kandivali West,1,0,1,0,0,0,0,0,42.0
1568,980,Kandivali West,2,0,0,0,0,0,0,0,175.0
1569,1050,Kandivali West,2,0,0,0,0,0,0,0,140.0
1570,950,Kandivali West,2,0,1,0,0,0,1,1,145.0
1571,1500,Kandivali West,3,0,1,1,0,1,1,1,200.0
1572,1450,Kandivali West,3,1,1,0,0,0,1,1,200.0
1573,720,Kandivali West,2,1,1,0,0,0,0,1,102.0
1574,405,Kandivali West,1,1,1,1,0,1,1,1,58.0
1575,565,Kandivali West,1,1,1,1,0,1,1,1,68.0
1576,1000,Kandivali West,2,1,0,0,0,0,0,0,200.0
1577,1150,Kandivali West,3,1,1,0,0,0,1,1,220.0
1578,520,Kandivali West,1,0,0,0,0,0,0,0,90.0
1579,980,Kandivali West,2,0,1,0,0,0,1,1,187.0
1580,1015,Kandivali West,2,0,1,0,0,0,0,1,140.0
1581,520,Kandivali West,1,0,1,0,0,0,0,1,90.0
1582,900,Kandivali West,2,0,1,0,0,0,0,1,125.0
1583,1400,Kandivali West,3,1,1,0,0,0,0,1,179.0
1584,1065,Kandivali West,2,1,1,0,0,0,0,1,127.0
1585,975,Kandivali West,2,0,0,0,0,0,0,0,120.0
1586,560,Kandivali West,1,0,0,0,0,0,0,0,70.0
1587,560,Kandivali West,1,0,1,0,0,0,0,1,70.0
1588,650,Kandivali West,1,1,0,0,0,0,0,0,85.0
1589,650,Kandivali West,1,1,1,0,0,0,1,0,85.0
1590,990,Kandivali West,2,0,0,0,0,0,0,0,137.0
